Lead score,Company Name,CompanyDomain,Trading name,Tags,Street,Postal code,City,Province,Distance,Country,Employees,Employees in group,Branch,Branch code national,Branch name national,Branch code international,Branch name international,Reg no.,Legal entity,Founded,VAT,URL,Phone number,Pages,First visit,Last visit,Sessions,Days,Duration,Comments,Twitter,Facebook,LinkedIn,Youtube,Pinterest,Instagram,GitHub,Dribbble,Xing,Whatsapp,Vimeo,Sales volume,Email address,Link to inbox,stripped_domain
0.5,Stoke-on-trent City Council,stoke.gov.uk,,"Hot, Meer dan 6 pagina's bezocht, MS Places",Meir Park Community Centre,ST37TW,Stoke-On-Trent,Stoke-On-Trent,482km,GB,2277,2,Government Administration,94990,,8699,"Membership Organizations, Not Elsewhere Classified",,,2011,,https://www.stoke.gov.uk,"4,41782E+16",1,2026-08-05 15:32:00,2026-08-05 15:32:00,1,1,25,,,https://www.facebook.com/sotcitycouncil,https://www.linkedin.com/company/stoke-on-trent-city-council/,https://www.youtube.com/user/StokeOnTrentCouncil,,,,,,,,£ 35.674,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/133037328,stoke
0.05,Sabena Technics Line,sabenatechnics.com,,,Immeuble Belaia,94310,Orly,Val-De-Marne,383km,FR,2192,36,Aviation and Aerospace Component Manufacturing,3316Z,,4581,"Airports, Flying Fields, and Airport Terminal Services",912396256,Corporation,2022,FR91239625600014,https://www.sabenatechnics.com,33156544230,1,2026-04-05 10:56:00,2026-04-05 10:56:00,1,1,5,,,,https://www.linkedin.com/company/sabena-technics/,,,https://www.instagram.com/sabenatechnics,,,,,,6843502,communication@sabenatechnics.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/473058700,sabenatechnics
0.5,Oxford Brookes University,brookes.ac.uk,,Hot,Gipsy Lane,OX30BP,Oxford,Oxfordshire,405km,GB,2143,2898,Education Administration Programs,85421,,8221,"Colleges, Universities, and Professional Schools",,Government Body,1865,,https://www.brookes.ac.uk,"4,41866E+16",1,2026-05-05 15:32:00,2026-05-05 15:32:00,1,1,15,,https://twitter.com/oxford_brookes/,https://www.facebook.com/oxfordbrookes,https://www.linkedin.com/company/ocsld/,,https://www.pinterest.com/oxfordbrookes/,https://www.instagram.com/oxfordbrookes,,,,,,£ 168.203.000,tdeplacement-enquiry@brookes.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/134530684,brookes
0%,Unipart Group of Companies Limited,unipart.com,,,Unipart House,OX42PG,Oxford,Oxfordshire,403km,GB,2142,9451,Holding Companies,70100,,6719,"Offices of Holding Companies, Not Elsewhere Classified",1994997,Corporation,1987,1994997,https://www.unipart.com,"4,41144E+16",3,5/13/2026 11:41,5/13/2026 11:48,1,1,195,,,,,,,,,,,,,£ 1.081.100.000,hello@unipart.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/5700537,unipart
0.75,The Princes Youth Business Trust,kingstrust.org.uk,P Y B T,"Hot, Meer dan 6 pagina's bezocht, Contact",18 Park Square East,NW14LH,London,Greater London,334km,GB,2123,700,Non-profit Organizations,88000,,8322,Individual and Family Social Services,,,1995,,https://www.kingstrust.org.uk,"4,42075E+16",2,2026-07-04 11:52:00,2026-06-05 11:16:00,2,2,20,,,,https://www.linkedin.com/company/kingstrust/,,,,,,,,,£ 13.316.260,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/461500956,kingstrust
0.3,Queen Mary University of London,qmul.ac.uk,Qmul,"Hot, MS Places",Mile End Road,E14NS,London,Greater London,327km,GB,2101,5280,Higher Education,85422,,8221,"Colleges, Universities, and Professional Schools",rc000710,Corporation,1785,rc000710,https://www.qmul.ac.uk,"4,42079E+16",1,4/18/2026 17:56,4/18/2026 17:56,1,1,5,,,https://www.facebook.com/QMUL,https://www.linkedin.com/school/queen-mary-university-of-london/,https://www.youtube.com/user/QMULOfficial,,https://www.instagram.com/officialqmul,,,,,,£ 722.469.000,press@qmul.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/6419860,qmul
0.75,Stichting Hanzehogeschool Groningen,hanze.nl,,"Hot, Meer dan 6 pagina's bezocht",Zernikeplein 7,9747AS,Groningen,Groningen,199km,NL,2073,3600,Higher Education,85401,Higher education,8221,"Colleges, Universities, and Professional Schools",41012703,Non Profit Organization,1993,,https://www.hanze.nl,31505954566,2,2026-08-04 11:46:00,2026-08-04 12:13:00,1,1,50,,,https://www.facebook.com/Hanzehogeschool,https://www.linkedin.com/school/hanzehogeschool-groningen/,https://www.youtube.com/user/hanzeuniversity,,https://www.instagram.com/hanzeuas,,,,,,€3.993.408,groenewaterstofbooster@org.hanze.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/37328,hanze
0.05,Drees & Sommer Netherlands B.V.,dreso.com,Drees & Sommer Nederland,,Rivium Quadrant 211,2909LC,Capelle aan den IJssel,Zuid-Holland,12km,NL,2058,75,Civil Engineering,71120,Engineers and other technical design and consultancy,8711,Engineering Services,34107839,Corporation,2017,NL809163640B01,https://www.dreso.com,31887762670,2,2026-02-04 16:16:00,2026-02-04 16:16:00,1,1,20,,,,https://www.linkedin.com/company/drees-sommer-sweden/,https://www.youtube.com/channel/UCsGLLBudvpi0TRvRaX0x0zg,,https://www.instagram.com/drees_sommer,,,https://www.xing.com/pages/dreesundsommer,,https://www.vimeo.com/user55605773,6379708,info@dreso.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/2350125,dreso
0.15,University of Surrey(The),surrey.ac.uk,Appleseed Bookshop,"Hot, MS Places",Stag Hill,GU27XH,Guildford,Surrey,370km,GB,2030,2725,Research Services,85421,,8221,"Colleges, Universities, and Professional Schools",rc000671,Corporation,1985,rc000671,https://www.surrey.ac.uk,"4,41483E+16",1,4/13/2026 9:16,4/13/2026 9:16,1,1,5,,,https://www.facebook.com/universityofsurrey,https://www.linkedin.com/company/centre-for-britain-and-europe/,http://www.youtube.com/user/UniversityofSurrey,,http://www.instagram.com/uniofsurrey,,,,,,£ 346.805.000,library-enquiries@surrey.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/6419851,surrey
0.05,Chirurgiens Associes de Pasteur,vivalto-sante.com,,,Clinique Pasteur,17200,Royan,Charente-Maritime,805km,FR,2002,15,"Physical, Occupational and Speech Therapists",8621Z,,8011,Offices and Clinics of Doctors of Medicine,483389045,Corporation,2005,FR48338904500012,https://www.vivalto-sante.com,33235126000,1,5/19/2026 10:04,5/19/2026 10:04,1,1,5,,,https://www.facebook.com/vivaltosante,https://www.linkedin.com/company/vivaltosante/,https://www.youtube.com/channel/UC2gO9QlHslGUJKPZtUWt-Ag,,https://www.instagram.com/vivaltosante,,,,,,5000000,dpo@vivalto-sante.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/58006894,vivalto-sante
0%,Renault Sas,renaultgroup.com,,,Chemin Departemental 7,76410,Cleon,Seine-Maritime,357km,FR,2000,2000,Motor Vehicle Manufacturing,2910Z,,3711,Motor Vehicles and Passenger Car Bodies,780129987,,1900,FR78012998700902,https://www.renaultgroup.com,33176868181,1,2026-08-05 10:13:00,2026-08-05 10:13:00,1,1,15,,,https://www.facebook.com/renaultfrance,https://www.linkedin.com/company/renault/,https://www.youtube.com/user/renaultfrance,,https://www.instagram.com/renault_france,,,,,,,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/136726242,renaultgroup
0.1,Maatschap Keel-Neus-Oorartsen ArnhemVelpZevenaar,rijnstate.nl,KNO artsen Alysis Zorggroep,"Hot, Room Booking pagina",Wagnerlaan 55,6815AD,Arnhem,Gelderland,86km,NL,1944,7,Hospitals and Health Care,86221,Specialist medical practices and outpatients’ clinics (no dentistry or psychiatry),8093,"Specialty Outpatient Facilities, Not Elsewhere Classified",9220309,Partnership of Unknown Type,1998,,https://www.rijnstate.nl,31880058888,2,4/23/2026 13:36,4/23/2026 13:37,1,1,100,,,https://www.facebook.com/rijnstate,https://www.linkedin.com/company/rijnstate/,,,https://www.instagram.com/rijnstate,,,,,,€31.339,info@rijnstate.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/67635505,rijnstate
0.6,Haworth GmbH,haworth.com,,"Hot, Meer dan 6 pagina's bezocht",Am Deisterbahnhof 6,31848,Bad Munder am Deister,Niedersachsen,330km,DE,1936,79,Furniture and Home Furnishings Manufacturing,2169,"Office Fittings, Retailers",2599,"Furniture and Fixtures, Not Elsewhere Classified",HRB 212482,Corporation,2014,,https://www.haworth.com,4950425010,1,4/23/2026 17:24,4/23/2026 17:24,1,1,15,,,https://www.facebook.com/HaworthInternational,https://www.linkedin.com/company/haworthinc/,,https://www.pinterest.com/haworthinc,https://www.instagram.com/haworth_international,,,,,,64726371,info@haworth.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/76991192,haworth
0.45,Stichting Roc Mondriaan,rocmondriaan.nl,Roc Mondriaan,"Hot, Meer dan 6 pagina's bezocht",Zuidlarenstraat 6,2545VX,s-Gravenhage,Zuid-Holland,,NL,1932,0,Education Administration Programs,85314,Comprehensive schools,8211,Elementary and Secondary Schools,12931241,Non Profit Organization,1999,,https://www.rocmondriaan.nl,31634327245,7,2026-11-05 11:11:00,5/13/2026 13:54,3,2,335,,https://twitter.com/rocmondriaan/,https://www.facebook.com/ROCMondriaan,https://www.linkedin.com/company/roc-mondriaan-fashion/,http://www.youtube.com/user/ROCMondriaanMBO,,https://www.instagram.com/rocmondriaan,,,,,,,info@rocmondriaan.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/125110746,rocmondriaan
0.05,Clarion Housing Association Limited,clarionhg.com,Clarion Housing,,5Th Floor,NW17QX,London,Greater London,405km,GB,1921,4132,Leasing Real Estate,68201,,6514,Operators of Dwellings Other Than Apartment Buildings,rs007686,Corporation,1968,rs007686,https://www.clarionhg.com,"4,43031E+16",1,5/19/2026 10:43,5/19/2026 10:44,1,1,15,,,https://www.facebook.com/latimernewhomes,https://www.linkedin.com/company/clarion-housing-group/,,,https://www.instagram.com/latimer,,,,,,£ 1.033.400.000,info@clarionhg.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4024876,clarionhg
0.4,Lidl Nederland GmbH,lidl.nl,Lidl,"Hot, Meer dan 6 pagina's bezocht",Havenstraat 71,1271AD,Huizen,Noord-Holland,64km,NL,1918,8178,Retail Groceries,47110,"Supermarkets, department stores and similar non-specialised stores",5411,Grocery Stores,32061446,Foreign Company,1995,NL804079043B01,https://www.lidl.nl,31207095039,4,2026-05-05 16:46:00,2026-05-05 16:47:00,1,1,100,,,https://www.facebook.com/lidlnederland,https://www.linkedin.com/company/lidl-nederland/,https://www.youtube.com/user/LidlNederland,,https://www.instagram.com/lidlnederland,,,,,,,info@lidl.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/74706,lidl
0.7,Bundesland Hamburg,hamburg.de,,"Hot, Meer dan 6 pagina's bezocht",Rathausmarkt 1,20095,Hamburg,Hamburg,405km,DE,1888,225,Government Administration,,,9199,"General Government, Not Elsewhere Classified",,,1947,DE198462808,https://www.hamburg.de,"4,94043E+17",1,4/28/2026 14:11,4/28/2026 14:11,1,1,25,,https://www.twitter.com/hamburg_de,https://www.facebook.com/senat.hamburg,https://www.linkedin.com/company/senathamburg/,https://www.youtube.com/channel/UC0dcZQIZnO5ylfSSGOJncDw,https://www.pinterest.com/hamburgde/,https://www.instagram.com/senat_hamburg,,,https://www.xing.com/pages/tristaraustriagmbh,,,€24.850.201,info@lbv.hamburg.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/139942820,hamburg
0.75,Boels Topholding B.V.,boels.com,,"Hot, Meer dan 6 pagina's bezocht, Contact",Sterrebosweg 11,6086RC,Neer,Limburg,110km,NL,1823,7880,Retail,47810,Retail sale of food and beverages via markets,5511,Motor Vehicle Dealers (New and Used),60885602,Corporation,2014,NL008439965B01,https://www.boels.com,31180696969,1,2026-04-05 7:35:00,2026-04-05 7:46:00,1,1,25,,,https://www.facebook.com/Boels.Rental,https://www.linkedin.com/company/boels-rental/,,,,,,,,,€1.732.404.000,info@boels.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/845134,boels
0.75,Thames Water Limited,thameswater.co.uk,Thames Water Utilities,"Hot, Meer dan 6 pagina's bezocht, Contact, MS Places",7Th Floor,SE12AQ,London,Greater London,333km,GB,1797,11573,Utilities,36000,,4941,Water Supply,2366623,Corporation,1989,2366623,https://www.thameswater.co.uk,4.48E+11,183,3/29/2026 10:46,5/19/2026 18:19,172,24,3055,,,https://www.facebook.com/thameswater,https://www.linkedin.com/company/thames-water/,https://www.youtube.com/user/thameswaterofficial,,https://www.instagram.com/officialthameswater,,,,,,£ 1.675.686.818,subject.access@thameswater.co.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/461525516,thameswater
0%,Centraal bureau voor de statistiek,cbs.nl,Centraal Bureau voor de Statistiek Den Haag,,Henri Faasdreef 312,2492JP,s-Gravenhage,Zuid-Holland,31km,NL,1766,6,Government Administration,84110,General public administration,9199,"General Government, Not Elsewhere Classified",51197073,Local Government Body,2004,NL812483297B01,https://www.cbs.nl,31703373800,1,2026-07-04 15:13:00,2026-07-04 15:14:00,1,1,65,,,https://www.facebook.com/statistiekcbs,https://www.linkedin.com/company/centraal-bureau-voor-de-statistiek/,https://www.youtube.com/user/statistiekcbs,,https://www.instagram.com/statistiekcbs,,,,,,€662.672,info@cbs.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/89514,cbs
0.05,King & Spalding LLP,kslaw.com,,,1180 Peachtree st NE Ste 1700,30309,Atlanta,Kentucky,7064km,US,1756,1927,Law Practice,541110,,8111,Legal Services,580520153,Corporation,1885,,https://www.kslaw.com,14045724600,2,4/27/2026 22:54,4/27/2026 22:57,1,1,190,,,,https://www.linkedin.com/company/king-and-spalding/,,,,,,,,,$ 91.117.959,garias@kslaw.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/190661480,kslaw
0.4,Tokio Marine H C C,tmhcc.com,,Hot,Fitzwilliam House,EC3A8BF,London,Greater London,330km,GB,1743,60,Insurance Carriers,65100,,6399,"Insurance Carriers, Not Elsewhere Classified",,,2015,,https://www.tmhcc.com,"4,42077E+16",3,5/18/2026 12:38,5/18/2026 17:13,3,1,45,,,,https://www.linkedin.com/company/tokiomarinehcc/,,,,,,,,https://www.vimeo.com/tmhcc,£ 5.170.489,info@tmhcc.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/133747423,tmhcc
0.05,Workiva Germany GmbH,workiva.com,,,Amelia-Mary-Earhart-Str. 8,60549,Frankfurt am Main,"Frankfurt Am Main, Stadt",339km,DE,1712,33,Software Development,4035,"Companies, Service Companies And Organisations",7379,"Computer Related Services, Not Elsewhere Classified",HRB 113907,Corporation,2019,DE326404777,https://www.workiva.com,"4,93818E+17",1,2026-10-04 12:26:00,2026-10-04 12:26:00,1,1,25,,https://twitter.com/workiva/,https://www.facebook.com/workiva,https://www.linkedin.com/company/workiva/,https://www.youtube.com/user/Workiva,,https://www.instagram.com/workiva,,,,,,€3.731.235,kontakt@workiva.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/138121916,workiva
0.55,LVM Landwirtschaftlicher Versicherungsverein Munster a. G.,lvm.de,,"Hot, Meer dan 6 pagina's bezocht",Kolde-Ring 21,48151,Munster,"Münster, Stadt",202km,DE,1703,4037,Insurance,2028,Health Insurance,6321,Accident and Health Insurance,HRB 178,Joint Venture,1896,,https://www.lvm.de,"4,94835E+17",1,4/28/2026 20:37,4/28/2026 20:38,1,1,65,,,https://www.facebook.com/lvmversicherung,https://www.linkedin.com/company/lvmversicherung/,https://www.youtube.com/channel/UCWXBxE6BTpT9DFEQi5vAH_g,,https://www.instagram.com/lvmversicherung,,,https://www.xing.com/companies/lvmversicherung,,,€5.405.226.131,info@lvm.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/21162230,lvm
0.35,Renewi Nederland B.V.,renewi.com,Destra Data,,Flight Forum 240,5657DH,Eindhoven,Noord-Brabant,67km,NL,1693,783,Environmental Services,38110,Collection of non-hazardous waste,4953,Refuse Systems,17089397,Corporation,2018,NL813324890B01,https://www.renewi.com,31887003800,1,5/13/2026 16:17,5/13/2026 16:17,1,1,5,,,https://www.facebook.com/RenewiNL,https://www.linkedin.com/company/renewi-nl/,https://www.youtube.com/c/RenewiNL,,https://www.instagram.com/renewi_nederland,,,,,,1264300000,info@renewi.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/50181,renewi
0%,Ingenieria Ambiental UPTC- Universidad pedagogica y tecnologica de Colombia,uptc.edu.co,,,,,,,,CO,1684,,Environmental Services,,,,,,,,,https://www.uptc.edu.co,"5,73185E+16",1,5/15/2026 0:49,5/15/2026 0:50,1,1,25,,https://www.twitter.com/UPTCoficial?ref_src=twsrc%5Etfw,https://www.facebook.com/UPTCoficial,https://www.linkedin.com/company/ingenier%C3%ADa-ambiental-uptc/,https://www.youtube.com/channel/UC2Msd-vi6PsH_6q3JJKcAOw,,https://www.instagram.com/uptcoficial,,,,,,,portalweb@uptc.edu.co,https://portal.leadinfo.com/inbox/custom-20260326-20260520/469428011,uptc
0.75,Smals,smals.be,Smals-Mvm Vzw,"Hot, Meer dan 6 pagina's bezocht",Avenue Fonsny 20,1060,Bruxelles,Bruxelles Capitale,115km,BE,1681,1883,IT Services and IT Consulting,63100,"Data processing, hosting and related activities; web portals",7374,Computer Processing and Data Preparation and Processing Services,406798006,Non Profit Organization,1940,BE0406798006,https://www.smals.be,3227875711,2,2026-06-05 9:03:00,5/18/2026 12:40,2,2,30,,,http://www.facebook.com/pages/Smals/160167378442,https://www.linkedin.com/company/smals/,https://www.youtube.com/c/Smals_ict,,https://www.instagram.com/smals.be,,,,,,341169876,info@smals.be,https://portal.leadinfo.com/inbox/custom-20260326-20260520/19416607,smals
0.75,The Chartered Institute of Educational Assessors,herts.ac.uk,,"Hot, Meer dan 6 pagina's bezocht, Room Booking pagina, Contact, Visitor Registration, MS Places",College Lane,AL109AB,Hatfield,Hertfordshire,338km,GB,1665,6,Education,94120,,8621,Professional Membership Organizations,1122014,,2007,1122014,https://www.herts.ac.uk,"4,41707E+16",50,3/27/2026 9:44,5/20/2026 8:39,43,21,1150,,,https://www.facebook.com/uniofherts,https://www.linkedin.com/company/primary-science-quality-mark/,https://www.youtube.com/channel/UClNSRsYQKCn0QqCa219Cqhg?sub_confirmation=1,,https://www.instagram.com/uniofherts,,,,,,£ 93.341,ask@herts.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/133514696,herts
0%,LUKS Spitalbetriebe AG,luks.ch,,,Kantonsspital 37,6004,Luzern,Luzern,593km,CH,1660,8522,Hospitals and Health Care,861001,,8062,General Medical and Surgical Hospitals,386374602,Corporation,2021,CHE386374602,https://www.luks.ch,41412051111,1,4/29/2026 16:58,4/29/2026 16:59,1,1,55,,,,https://www.linkedin.com/company/luzerner-kantonsspital/,,,,,,https://www.xing.com/pages/luzernerkantonsspital,,,Fr. 1.108.059.000,info@luks.ch,https://portal.leadinfo.com/inbox/custom-20260326-20260520/457077989,luks
0%,Ruhr-Universität Bochum,ruhr-uni-bochum.de,,,Universitätsstr. 150,44801,Bochum,Nordrhein-Westfalen,184km,DE,1646,2363,Higher Education,5021,Universities For Applied Sciences,8221,"Colleges, Universities, and Professional Schools",,,1961,DE127056261,https://www.ruhr-uni-bochum.de,4923432201,1,2026-05-05 14:21:00,2026-05-05 14:21:00,1,1,5,,https://www.twitter.com/ruhrunibochum,https://www.facebook.com/RuhrUniBochum,https://www.linkedin.com/school/ruhrunibochum/,https://www.youtube.com/user/ruhruniversitaet,,https://www.instagram.com/ruhrunibochum,,,https://www.xing.com/pages/ruhr-universitatbochum,,,188728477,hochschulkommunikation@ruhr-uni-bochum.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/138275234,ruhr-uni-bochum
0.05,Stichting Rijnstate,rijnstate.nl,,"Hot, Meer dan 6 pagina's bezocht",Wagnerlaan 55,6815AD,Arnhem,Gelderland,86km,NL,1638,3441,Hospitals and Health Care,86999,Paramedical practitioners and other human health activities without accommodation,8072,Dental Laboratories,9110875,Non Profit Organization,2000,,https://www.rijnstate.nl,31880058888,7,3/27/2026 11:59,4/23/2026 13:36,4,2,315,,,https://www.facebook.com/rijnstate,https://www.linkedin.com/company/rijnstate/,,,https://www.instagram.com/rijnstate,,,,,,€501.683.000,info@rijnstate.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463460765,rijnstate
0%,"Siteone Landscape Supply, Inc.",siteone.com,Siteone,,300 Colonial Center Pkwy Ste 600,30076,Roswell,Kentucky,7039km,US,1621,8340,Wholesale,561110,,5083,Farm and Garden Machinery and Equipment,5416664,Corporation,2001,,https://siteone.com,14702777000,1,5/14/2026 15:25,5/14/2026 15:26,1,1,25,,,,https://www.linkedin.com/company/siteone-landscape-supply/,,,,,,,,,$ 4.540.600.000,info@siteone.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/460492785,siteone
0.05,Stiftelsen Sintef,sintef.no,,,Strindvegen 4,7034,Trondheim,Trondelag,1329km,NO,1614,487,Research Services,72100,,8731,Commercial Physical and Biological Research,948007029,Non Profit Organization,1950,,https://www.sintef.no,4773593000,6,2026-12-05 10:03:00,2026-12-05 10:08:00,2,1,70,,,https://www.facebook.com/sintefhq,https://www.linkedin.com/company/sintef/,,,https://www.instagram.com/sintefhq,,,,,,kr 4.291.079.000,info@sintef.no,https://portal.leadinfo.com/inbox/custom-20260326-20260520/464967345,sintef
0.1,Lancaster University Energy Services Ltd,lancaster.ac.uk,Lancaster University,,University House,PE305PY,Lancaster,Lancashire,554km,GB,1607,3500,Higher Education,35110,,4911,Electric Services,2333088,Corporation,2012,2333088,https://www.lancaster.ac.uk,44152465201,1,4/18/2026 18:31,4/18/2026 18:31,1,1,5,,,https://www.facebook.com/lancasteruniversity,https://www.linkedin.com/company/lancasteruniversitychemistry/,,,https://www.instagram.com/lancasteruni,,,,,,£ 1.272.211,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/3310171,lancaster
0.05,"Polpharma, Farmacines Imones S.A. Atstovybe",polpharma.pl,,,C. Sasnausko G. 20-1,44254,Kaunas,Kauno apskritis,1317km,LT,1581,16,Pharmaceutical Manufacturing,,,2834,Pharmaceutical Preparations,111902387,Foreign Company,2000,,https://polpharma.pl,37037325131,2,5/18/2026 7:47,5/18/2026 19:46,2,1,30,,,,https://www.linkedin.com/company/polpharma/,https://www.youtube.com/user/POBOLU,,https://www.instagram.com/team_polpharma/?hl=pl,,,,,,€643.266,info@polpharma.lt,https://portal.leadinfo.com/inbox/custom-20260326-20260520/465380498,polpharma
0.75,Resideo LLC,adiglobal.com,ADI Global Distribution,"Hot, Meer dan 6 pagina's bezocht, Contact",275 Broadhollow RD Ste 400,11747,Melville,Massachusetts,5826km,US,1550,400,Security Systems Services,334290,,3669,"Communications Equipment, Not Elsewhere Classified",6764620,Corporation,1998,,https://www.adiglobal.com,16316921000,2,2026-12-05 15:40:00,5/13/2026 17:04,2,2,40,,,https://www.facebook.com/adiglobal,https://www.linkedin.com/company/adi-global-distribution/,https://www.youtube.com/c/adiglobaldist,,https://www.instagram.com/adiglobaldist,,,,,,$ 611.320.407,info@adiglobal.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/196374293,adiglobal
0.1,Delphi Lockheed Automotive Limited,phinia.com,Delphi Product & Service Solutions,Contact,One,CV346DW,Warwick,Warwickshire,429km,GB,1501,80,Motor Vehicle Manufacturing,82990,,7389,"Business Services, Not Elsewhere Classified",3796206,Corporation,1994,3796206,https://www.phinia.com,"4,41926E+16",5,5/14/2026 12:02,5/14/2026 12:08,1,1,95,,,https://www.facebook.com/phiniainc,https://www.linkedin.com/company/phiniainc/,,,https://www.instagram.com/phiniainc,,,,,,£ 2.783.458,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4149613,phinia
0.05,Pggm N.V.,pggm.nl,Pggm,,Noordweg-Noord 150,3704JG,Zeist,Utrecht,46km,NL,1466,1715,Financial Services,64210,Financial holdings,6719,"Offices of Holding Companies, Not Elsewhere Classified",30228472,Corporation,2007,,https://www.pggm.nl,31302779911,1,5/18/2026 11:30,5/18/2026 11:30,1,1,5,,,,https://www.linkedin.com/company/pggm/,,,https://www.instagram.com/werkenbijpggm,,,,,,434555000,info@pggm.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463647387,pggm
0.05,Datalogic Spa,datalogic.com,,"Hot, Meer dan 6 pagina's bezocht",Via V. Candini 2,40012,Calderara DI Reno,Emilia-Romagna,948km,IT,1445,334,"Appliances, Electrical, and Electronics Manufacturing",279009,,3699,"Electrical Machinery, Equipment, and Supplies, Not Elsewhere",1835711209,Corporation,1997,IT01835711209,https://www.datalogic.com,"3,90513E+16",10,4/13/2026 10:57,4/13/2026 11:04,1,1,370,,https://twitter.com/datalogicgroup/,https://www.facebook.com/DatalogicGroup,https://www.linkedin.com/company/datalogic/,https://www.youtube.com/user/DatalogicGroup,,https://www.instagram.com/datalogicgroup,,,https://www.xing.com/pages/datalogics-r-l-niederlassungcentraleurope,,,493767000,info@datalogic.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/132140463,datalogic
0.05,"Power Design, Inc.",powerdesigninc.us,Power Design Engineering,,11600 DR Martin Luther King JR st N,33716,Saint Petersburg,Florida,7433km,US,1444,275,Construction,238210,,1731,Electrical Work,l19207,Corporation,1989,,https://powerdesigninc.us,17272100492,1,4/27/2026 17:39,4/27/2026 17:39,1,1,5,,https://twitter.com/powerdesigninc/,https://www.facebook.com/powerdesigninc/,https://www.linkedin.com/company/power-design-inc-/,https://www.youtube.com/user/PowerDesignUS/,,https://www.instagram.com/powerdesigninc/,,,,,,$ 103.176.801,service@powerdesigninc.us,https://portal.leadinfo.com/inbox/custom-20260326-20260520/215797214,powerdesigninc
0.55,Mountain America Federal Credit Union,macu.com,Mountain America Credit Union,"Hot, Meer dan 6 pagina's bezocht",9800 S Monroe st,84070,Sandy,Utah,8056km,US,1443,1033,Financial Services,561110,,6061,"Credit Unions, Federally Chartered",456861,Corporation,1952,,https://www.macu.com,18007484302,3,2026-05-04 2:20:00,4/27/2026 17:30,3,2,15,,,,https://www.linkedin.com/company/mountain-america-credit-union/,,,,,,,,,$ 1.588.582.089,macumail@macu.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/193179801,macu
0%,University of Sussex(The),sussex.ac.uk,University of Sussex,,Sussex House,BN19RH,Brighton,Brighton And Hove,348km,GB,1434,3303,Research Services,85421,,8221,"Colleges, Universities, and Professional Schools",rc000672,Corporation,1981,rc000672,https://www.sussex.ac.uk,"4,41274E+16",1,2026-12-05 13:01:00,2026-12-05 13:01:00,1,1,25,,,https://www.facebook.com/uniofsussex,https://www.linkedin.com/company/centre-for-the-study-of-corruption-csc/,https://www.youtube.com/user/universityofsussex,,https://www.instagram.com/sussexuni,,,,,https://www.vimeo.com/uniofsussex,£ 348.500.000,information@sussex.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4823445,sussex
0.05,Canon Production Printing Holding B.V.,cpp.canon,Oce Holding,,Van der Grintenstraat 10,5914HH,Venlo,Limburg,115km,NL,1409,2847,Printing Services,71120,Engineers and other technical design and consultancy,8711,Engineering Services,12002283,Corporation,2013,,https://cpp.canon,31773592222,1,2026-06-05 14:52:00,2026-06-05 14:52:00,1,1,15,,,https://www.facebook.com/CanonProductionPrinting,https://www.linkedin.com/company/canon-production-printing/,https://www.youtube.com/c/CanonProductionPrinting,,,,,,,,€841.915.000,info@cpp.canon,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463410405,cpp
